text,intent
i would like you to suggest a chinese dish,46
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,113
what did you just mention,13
how long can i keep deer meat in the freezer before it's unedible,54
please tell me the month and year of expiration for my discover card,44
what time is my flight supposed to be landing,80
does my usaa card have international transaction fees,137
please begin a timer,32
do i have enough fuel to make it to the theater,110
get me a meeting with bill for 5:30pm tomorrow,18
do you have any idea if central needs reservations,9
what time is it in north korea,4
could you set one alarm for 8am saturday and one for 9am sunday,83
would i be able to increase my available credit by 600 dollars,109
show me my shopping list,43
what's my current credit score,69
who brought you into existence,96
do you know how old you are,99
do i need a plug converter when i visit belgium,120
i am going to travel to mexico soon; do i need to get a visa,59
i would like to find a stylish suit for a party,42
please lock the doors,10
i'd like to be called frank,144
is there meaning to life,22
i'd like to know my bank balance please,35
may you repeat what you said again,13
is there a reminder for my aa meeting on my list,76
can i change your name please,55
are you real or an ai,117
i wanna know my credit rating now,69
play next on the playlist,118
who tracks my credit score,69
would you unsync the phone now please,130
i think my chase account has been compromised and fraud committed,70
help me find a recipe for a beef casserole,104
can my grace period be extended any possible way,42
do you mind putting a stop on my bank account,20
what do i need to do to get my car jump started,17
will i need to renew my credit card soon,44
what might the meaning of altruism be,139
"are you an actual person, or ai",117
will i need a plug converter when i visit costa rica,120
i need to know the the carry-on restrictions for american airlines,62
where can i locate my routing number for chase please,45
find out the reason why am i locked out of my bank account,2
your boss is,57
how long do i need to cook pot au feu for,86
"i wanted to remember some things, what were they",76
could you pull up the nsa website,42
can you report my td bank card as lost,12
is there a name that you call me,11
how many inches are in 36 feet,31
where can i find a w2 form,122
"ai, heads or tails",33
"i need to get some assistance figuring out how to rollover my 401k, please",100
what is my vacation schedule look like,126
i would really like to know if i can go on vacation,101
what's td bank's interest rate,7
what year were you born,99
has my credit card application been approved,103
"mayonaise has been in my fridge for three years, is it still good to eat",54
look up articles on car washing at home,42
talk later,114
i'd like to find ways to improve my credit score,28
i need to find the correct td bank routing number for my pennsylvania account,45
what's the best price on a gray xl ll bean men's parka,42
what knowledge do you have on certain subjects,115
i need to know how many carry ons i can take on a flight with southwest airlines to houston,62
what is the time in the usa,4
tell me nutritional info for lettuce,1
look up the expiration date for my barclay's card,44
thanks a lot for the answer,124
that's right,107
schedule a gas bill payment,111
how do i go about applying for a macy's credit card,91
how good are the ratings for outback steakhouse,0
i need the routing number for my woodlawn account,45
how many kilos are in 150 pounds,31
how are the reviews for mcdonald's,0
tell me something funny about the middle ages,36
i need to add this song to my playlist of rock,141
"what is the sum of 3, 7, 9, and 24",138
what stuff do you dump in an omelette,112
what are the rules for chess,42
mpg of this car,142
can you check who is at the door,10
what sort of things do you or work on for fun when you have extra time,15
can you tell me the remaining time i have for pto,126
please switch to whisper mode,14
